3 - & Mosquetón con Esmerillón PETER - 1 ce 10 | Bolsa x 100 u. | pe-163
1 - hilo piolin de albañil 3 hebras nro.  21 x 1 kg | uni | hi-026
1 - hilo piolin de albañil 3 hebras nro.  24 x 1 Kg | uni | hi-010
1 - hilo piolin de albañil 3 hebras nro.  27 x 500 grs | uni | hi-012
1 - hilo piolin de albañil 3 hebras nro.  30 x 1 kg | uni | hi-013
1 - hilo piolin de albañil 3 hebras nro.  30 x 500 grs | uni | hi-014
1 - hilo piolin de albañil 3 hebras nro.  36 x 500 grs | uni | hi-015
1 - hilo piolin de albañil 3 hebras nro.  42 x 1000 grs | uni | hi-018
1 - hilo piolin de albañil 3 hebras nro.  48 x 500 grs | uni | hi-017
1 - hilo piolin de albañil 3 hebras nro.  60 x 500 grs | uni | hi-019
1 - hilo piolin de albañil 3 hebras nro.  72 x 500 grs | uni | hi-020
1 - hilo piolin en caja "navegante" | caja | hi-028
1 - hilo plastico x 100 grs. | uni | hi-031
1 - hilo plastico x 150 grs. | uni | 
1 - hilo plastico x 400 grs. | uni | hi-030
1 - hoja de sierra junior | uni | 
1 - hojas para cutter de 18 mm ( caja x 10 u) | caja | 
1 - Inflador de mano c/ doble pico y soporte p/ bici | un | 
3 - Inflador de Pie profesional | uni | pe-161
3 - Juego Set Bocallaves Tubo x 32 pzas. Encastre 1/2 | uni | 
1 - lapiz carpintero | doc | la-100
1 - lapiz de widia blister x 10 u "neike" | uni | la-002
1 - lija  madera  40 "koln" pack x 30 | pac x 30 | 
1 - lija  madera  50 "koln" pack x 30 | pac x 30 | ab-033
1 - lija  madera  60 "koln" pack x 30 | pac x 30 | ab-034
1 - lija  madera  80 "koln" pack x 15 | pac x 15 | ab-037
1 - lija  madera 100 "koln" pack x 15 | pac x 15 | ab-035
1 - lija  madera 120 "koln" pack x 15 | pac x 15 | ab-036
1 - lija  madera 150 "koln" pack x 30 | pac x 30 | ab-029
1 - lija  madera 180 "koln" pack x 30 | pac x 30 | ab-030
1 - lija  madera 220 "koln" pack x 30 | pac x 30 | ab-031
1 - lija al agua   60 "koln" pack x 15 | pac x15 | ab-012
1 - lija al agua   80 "koln" pack x 15 | pac x15 | ab-013
1 - lija al agua  100 "koln" pack x 15 | pac x15 | ab-010
1 - lija al agua  120 "koln" pack x 15 | pac x15 | ab-011
1 - lija al agua  150 "koln" pack x 15 | pac x15 | ab-014
1 - lija al agua  180 "koln" pack x 15 | pac x15 | ab-015
1 - lija al agua  220 "koln" pack x 15 | pac x15 | ab-016
1 - lija al agua  240 "koln" pack x 15 | pac x15 | ab-017
1 - lija al agua  280 "koln" pack x 15 | pac x15 | ab-004
1 - lija al agua  320 "koln" pack x 15 | pac x15 | ab-005
1 - lija al agua  360 "koln" pack x 15 | pac x15 | ab-006
1 - lija al agua  400 "koln" pack x 15 | pac x15 | ab-007
1 - lija al agua  500 "koln" pack x 15 | pac x15 | ab-008
1 - lija al agua  600 "koln" pack x 15 | pac x15 | ab-009
1 - lija al agua 1000 "koln" pack x 15 | pac x15 | ab-001
1 - lija al agua 1200 "koln" pack x 15 | pac x15 | ab-002
1 - lija al agua 1500 "koln" pack x 15 | pac x15 | ab-003
1 - lija antiempastante  80 "koln" pack x 15 | pac x15 | ab-024
1 - lija antiempastante 120 "koln" pack x 15 | pac x15 | ab-023
1 - lija antiempastante 150 "koln" pack x 15 | pac x15 | ab-025
1 - lija antiempastante 180 "koln" pack x 15 | pac x15 | ab-026
1 - lija antiempastante 240 "koln" pack x 15 | pac x15 | ab-028
1 - lija antiempastante 320 "koln" pack x 15 | pac x15 | ab-019
1 - lija tela esmeril   40 "koln" pack x 10 | pac x 10 | ab-043
1 - lija tela esmeril   50 "koln" pack x 10 | pac x 10 | ab-044
1 - lija tela esmeril   60 "koln" pack x 10 | pac x 10 | ab-045
1 - lija tela esmeril   80 "koln" pack x 10 | pac x 10 | ab-046
1 - lija tela esmeril  100 "koln" pack x 10 | pac x 10 | ab-047
1 - lija tela esmeril  120 "koln" pack x 10 | pac x 10 | ab-048
1 - lija tela esmeril  150 "koln" pack x 10 | pac x 10 | ab-049
1 - lija tela esmeril  180 "koln" pack x 10 | pac x 10 | ab-039
1 - lija tela esmeril  220 "koln" pack x 10 | pac x 10 | ab-040
1 - lima  1/2 caña bastarda 15 cm "plena" | uni | li-001
1 - lima  1/2 caña bastarda 20 cm "plena" | uni | li-002
1 - lima  1/2 caña bastarda 25 cm "plena" | uni | li-003
1 - lima  cuadrada bastarda 20 cm "plena" | uni | li-010
1 - lima  paralela bastarda 15 cm "plena" | uni | li-012
1 - lima  paralela bastarda 20 cm "plena" | uni | li-004
1 - lima  paralela bastarda 25 cm "plena" | uni | li-005
1 - lima  paralela entrefina 25 cm "plena" | uni | 
1 - lima  redonda bastarda 15 cm "plena" | uni | li-006
1 - lima  redonda bastarda 20 cm "plena" | uni | li-007
1 - lima  redonda bastarda 25 cm "plena" | uni | li-008
1 - lima  regular taper 6" "plena" | uni | li-011
1 - lima  triangulo bastarda 15 cm "plena" | uni | li-009
1 - lima  triangulo entrefina 20 cm "plena" | uni | li-010
3 - llana 10 x 10 130 x 300 PB | uni. | 
3 - llana 12 x 12 130 x 300 PB | uni. | 
3 - llana 8 x 8     130 x 300 PB | un | 
1 - llana dentada  4 x 4 mm 130 x 300 "el roble" | uni | ll-007
1 - llana dentada  6 x 6 mm 130 x 250 "el roble" | uni | ll-001
1 - llana dentada  6 x 6 mm 130 x 300 "el roble" | uni. | 
1 - llana dentada  8 x 8 mm 130 x 250 "el roble" | uni | ll-004
1 - llana dentada  8 x 8 mm 130 x 300 "el roble" | uni | 
1 - llana dentada 10 x 10 mm 130 x 250 "el roble" | uni | ll-005
1 - llana dentada 10 x 10 mm 130 x 300 " el roble" | uni. | 
1 - llana dentada 12 x 12 mm 130 x 250 "el roble" | uni | ll-006
1 - llana lisa 130 x 250 "el roble" | uni | ll-008
 - llana lisa 130 x 300 el roble | uni | 0
1 - llana lisa 130 x 300 PB | uni | ll-009
1 - llana yesero 120 x 250 "el roble" | uni | ll-010
0 - Llave "T" c/ Puntas y Tubo x 21 piezas | uni | 
1 - llave "T" corta rhein  6 mm | uni | ll-143
1 - llave "T" corta rhein  7 mm | uni | ll-144
1 - llave "T" corta rhein  8 mm | uni | ll-145
1 - llave "T" corta rhein  9 mm | uni | ll-146
1 - llave "T" corta rhein 10 mm | uni | ll-147
1 - llave "T" corta rhein 11 mm | uni | ll-148
1 - llave "T" corta rhein 12 mm | uni | ll-149
1 - llave "T" corta rhein 13 mm | uni | ll-150
1 - llave "T" corta rhein 14 mm | uni | ll-151
1 - llave "T" corta rhein 15 mm | uni | ll-152
1 - llave "T" corta rhein 16 mm | uni | ll-153
1 - llave "T" corta rhein 17 mm | uni | ll-155
1 - llave "T" corta rhein 19 mm | uni | ll-057
1 - llave "T" larga  rhein - 5/8 | uni | ll-065
1 - llave "T" larga  rhein - 9/16 | uni | ll-064
1 - llave "T" larga rhein  6 mm | uni | ll-043
1 - llave "T" larga rhein  7 mm | uni | ll-044
1 - llave "T" larga rhein  8 mm | uni | ll-045
1 - llave "T" larga rhein  9 mm | uni | ll-046
1 - llave "T" larga rhein 11 mm | uni | ll-048
1 - llave "T" larga rhein 12 mm | uni | ll-049
1 - llave "T" larga rhein 13 mm | uni | ll-050
1 - llave "T" larga rhein 14 mm | uni | ll-051
1 - llave "T" larga rhein 15 mm | uni | ll-052
1 - llave "T" larga rhein 16 mm | uni | ll-053
1 - llave "T" larga rhein 17 mm | uni | ll-055
1 - llave "T" larga rhein 19 mm | uni | ll-057
1 - llave ajustable  6" "Metz" | uni | ll-013
1 - llave ajustable  8" "Metz" | uni | ll-014
1 - llave ajustable 10" "Metz" | uni | ll-015
1 - llave ajustable 12" "Metz" | uni | ll-016
1 - llave ajustable 15" "Metz" | uni | ll-017
 - llave ajustable fosfatizada 8" neon | uni | ll-018
1 - llave combinada "Rhein"  6 mm | uni | ll-020
1 - llave combinada "Rhein"  7 mm | uni | ll-021
1 - llave combinada "Rhein"  8 mm | uni | ll-022
1 - llave combinada "Rhein"  9 mm | uni | ll-023
1 - llave combinada "Rhein" 10 mm | uni | 
1 - llave combinada "Rhein" 11 mm | uni | ll-025
1 - llave combinada "Rhein" 12 mm | uni | ll-026
1 - llave combinada "Rhein" 13 mm | uni | ll-027
1 - llave combinada "Rhein" 14 mm | uni | ll-028
1 - llave combinada "Rhein" 15 mm | uni | ll-029
1 - llave combinada "Rhein" 16 mm | uni | ll-030
1 - llave combinada "Rhein" 17 mm | uni | ll-031
1 - llave combinada "Rhein" 18 mm | uni | ll-032
1 - llave combinada "Rhein" 19 mm | uni | ll-033
1 - llave combinada "Rhein" 20 mm | uni | ll-034
1 - llave combinada "Rhein" 21 mm | uni | ll-035
1 - llave combinada "Rhein" 22 mm | uni | ll-036
1 - llave combinada "Rhein" 23 mm | uni | ll-037
1 - llave combinada "Rhein" 24 mm | uni | ll-038
0 - Llave Crique Profesional 1/2" | un | 
0 - Llave Crique Profesional 1/4" | uni | 
0 - Llave Crique Profesional 3/8" | uni | 
1 - llave p/mandril 10 mm | uni | ll-039
1 - llave p/mandril 13 mm | uni | ll-040
1 - llave p/mandril 16 mm | uni | ll-041
1 - llave p/mandril 20 mm | uni | ll-042
1 - Llaves Allen en llavero | caja | 
0 - Llaves Torx cortas en jgos x 9 piezas | uni | 
0 - Llaves Torx largas en jgo x 9 pzs | set | 
0 - Luz intermitente de silicona p/ bici jgo x 2 | pack | 
1 - macheta cañera "ciriri" 550 | uni | 
1 - machete "ciriri" 500 | uni | 
1 - machete "ciriri" 550 | uni | 
1 - machos para roscar BSP 1/2 x 14 cono 2 | uni | ma-003
1 - machos para roscar BSP 1/2 x 14 set x 2 u | set | ma-004
1 - machos para roscar BSP 1/4 x 19 cono 2 | uni | ma-005
1 - machos para roscar BSP 1/4 x 19 set x 2 u | set | ma-006
1 - machos para roscar BSP 1/8 x 28 cono 2 | uni | ma-007
1 - machos para roscar BSP 1/8 x 28 set x 2 u | set | ma-008
1 - machos para roscar BSP 3/4 x 14 cono 2 | uni | ma-003
1 - machos para roscar BSP 3/4 x 14 set x 2 u | set | ma-003
1 - machos para roscar BSP 3/8 x 19 cono 2 | uni | ma-009
1 - machos para roscar BSP 3/8 x 19 set x 2 u | set | ma-010
1 - machos para roscar BSW 1/2 x 12 cono 2 | uni | ma-011
1 - machos para roscar BSW 1/2 x 12 set x 3 u | set | ma-012
1 - machos para roscar BSW 1/4 x 20 cono 2 | uni | ma-013
1 - machos para roscar BSW 1/4 x 20 set x 3 u | set | ma-014
1 - machos para roscar BSW 1/8 x 40 cono 2 | uni | ma-015
1 - machos para roscar BSW 1/8 x 40 set x 3 u | set | ma-016
1 - machos para roscar BSW 3/16 x 24 cono 2 | uni | ma-017
1 - machos para roscar BSW 3/16 x 24 set x 3 u | set | ma-018
1 - machos para roscar BSW 3/4 x 10 cono 2 | uni | ma-019
1 - machos para roscar BSW 3/4 x 10 set x 3 u | set | ma-020
1 - machos para roscar BSW 3/8 x 16 cono 2 | uni | ma-021
1 - machos para roscar BSW 3/8 x 16 set x 3 u | set | ma-022
1 - machos para roscar BSW 5/16 x 18 cono 2 | uni | ma-023
1 - machos para roscar BSW 5/16 x 18 set x 3 u | set | ma-024
1 - machos para roscar BSW 5/32 x 32 cono 2 | uni | ma-025
1 - machos para roscar BSW 5/32 x 32 set x 3 u | set | ma-026
1 - machos para roscar BSW 5/8 x 11 cono 2 | uni | ma-027
1 - machos para roscar BSW 5/8 x 11 set x 3 u | set | ma-028
1 - machos para roscar BSW 7/16 x 14 cono 2 | uni | ma-029
1 - machos para roscar BSW 7/16 x 14 set x 3 u | set | ma-030
1 - machos para roscar BSW 7/32 x 24 cono 2 | uni | ma-031
1 - machos para roscar BSW 7/32 x 24 set x 3 u | set | ma-032
1 - machos para roscar BSW 7/8 x 9 cono 2 | uni | ma-033
1 - machos para roscar BSW 9/16 x 12 cono 2 | uni | ma-034
1 - machos para roscar BSW 9/16 x 12 set x 3 u | set | ma-035
1 - machos para roscar M 10 x 1,00 cono 2 | uni | ma-036
1 - machos para roscar M 10 x 1,00 set x 3 u | set | ma-037
1 - machos para roscar M 10 x 1,25 cono 2 | uni | ma-037
1 - machos para roscar M 10 x 1,25 set x 3 u | set | ma-038
1 - machos para roscar M 10 x 1,50 cono 2 | uni | ma-039
1 - machos para roscar M 10 x 1,50 set x 3 u | set | ma-040
1 - machos para roscar M 12 x 1,25 cono 2 | uni | ma-041
1 - machos para roscar M 12 x 1,25 set x 3 u | set | ma-042
1 - machos para roscar M 12 x 1,50 cono 2 | uni | ma-043
1 - machos para roscar M 12 x 1,50 set x 3 u | set | ma-044
1 - machos para roscar M 12 x 1,75 cono 2 | uni | ma-045
1 - machos para roscar M 12 x 1,75 set x 3 u | set | ma-046
1 - machos para roscar M 14 x 1,50 cono 2 | uni | ma-047
1 - machos para roscar M 14 x 1,50 set x 3 u | set | ma-048
1 - machos para roscar M 14 x 2,00 cono 2 | uni | ma-049
1 - machos para roscar M 14 x 2,00 set x 3 u | set | ma-050
1 - machos para roscar M 16 x 1,50 cono 2 | uni | ma-051
1 - machos para roscar M 16 x 1,50 set x 3 u | set | ma-052
1 - machos para roscar M 16 x 2,00 cono 2 | uni | ma-053
1 - machos para roscar M 16 x 2,00 set x 3 u | set | ma-054
1 - machos para roscar M 3 x 0,50 cono 2 | uni | ma-055
1 - machos para roscar M 3 x 0,50 set x 3 u | set | ma-065
1 - machos para roscar M 4 x 0,70 cono 2 | uni | ma-056
1 - machos para roscar M 4 x 0,70 set x 3 u | set | ma-057
1 - machos para roscar M 5 x 0,80 cono 2 | uni | ma-058
1 - machos para roscar M 5 x 0,80 set x 3 u | set | ma-059
1 - machos para roscar M 6 x 1 set x 3 u | set | ma-061
1 - machos para roscar M 6 x 1,00 cono 2 | uni | ma-060
1 - machos para roscar M 7 x 1,00 cono 2 | uni | ma-062
1 - machos para roscar M 7 x 1,00 set x 3 u | set | ma-063
1 - machos para roscar M 8 x 1,00 cono 2 | uni | ma-064
1 - machos para roscar M 8 x 1,00 set x 3 u | set | ma-084
1 - machos para roscar M 8 x 1,25 cono 2 | uni | ma-065
1 - machos para roscar M 8 x 1,25 set x 3 u | set | ma-067
1 - machos para roscar M 9 x 1,25 cono 2 | uni | ma-068
1 - machos para roscar M 9 x 1,25 set x 3 u | set | ma-069
1 - machos para roscar NC  1/2 x 13 cono 2 | uni | ma-900
1 - machos para roscar NC 1/2 x 13 set x 3 | set | ma-503
1 - machos para roscar NF 1/2 x 20 cono 2 | uni | ma-070
1 - machos para roscar NF 1/2 x 20 set x 3 u | set | ma-071
1 - machos para roscar NF 1/4 x 28 cono 2 | uni | ma-072
1 - machos para roscar NF 1/4 x 28 set x 3 u | set | ma-073
1 - machos para roscar NF 3/4 x 16 cono 2 | uni | ma-074
1 - machos para roscar NF 3/4 x 16 set x 3 u | set | ma-075
1 - machos para roscar NF 3/8 x 24 cono 2 | uni | ma-076
1 - machos para roscar NF 3/8 x 24 set x 3 u | set | ma-076
1 - machos para roscar NF 5/16 x 24 cono 2 | uni | ma-077
1 - machos para roscar NF 5/16 x 24 set x 3 u | set | ma-078
1 - machos para roscar NF 5/8 x 18 cono 2 | uni | ma-080
1 - machos para roscar NF 5/8 x 18 set x 3 u | set | ma-079
1 - machos para roscar NF 7/16 x 20 cono 2 | uni | ma-081
1 - machos para roscar NF 7/16 x 20 set x 3 u | set | ma-082
1 - machos para roscar NF 9/16 18 cono 2 | uni | ma-083
1 - machos para roscar NF 9/16 18 set x 3 u | set | ma-083
1 - mandril 1,5 a 10 mm c/rosca de 3/8 | uni | ma-1012
1 - mandril 1,5 a 13 mm c/rosca de 1/2 | uni | ma-1013
1 - mandril 1,5 a 13 mm c/rosca de 3/8 | uni | ma-1014
1 - manija bronce " luxe" | uni | ma-1029
1 - manija bronce biselada 42 bronce | uni | ma-1025
1 - manija bronce biselada 42 chapa | uni | ma-1026
1 - manija bronce biselada 48 bronce | uni | ma-1027
2 - manija ministerio aluminio pulido | uni | ma-1030
2 - manija ministerio bronce pulido | uni | 
1 - manijon bronce "luxe" | uni | ma-1031
1 - manijon bronce recto | uni | ma-1032
1 - maquina de salpicar Neike | uni | ma-1033
1 - mariposa de bronce 1/2 | bolsa | ma-1034
1 - mariposa de bronce 1/8 | bolsa | ma-1036
1 - mariposa de bronce 5/32 | bolsa | ma-1040
1 - mariposa de bronce 7/16 | bolsa | ma-1041
1 - martillo bolita 200 grs "el roble" | uni | ma-1045
1 - martillo bolita 300 grs "el roble" | uni | ma-1046
1 - martillo bolita 400 grs "el roble" | uni | ma-1047
1 - martillo carpintero con uña 18 "el roble" | uni | ma-1048
1 - martillo carpintero con uña 20 "el roble" | uni | ma-1049
1 - martillo carpintero con uña 22 "el roble" | uni | ma-1050
1 - martillo carpintero con uña 25 "el roble" | uni | ma-1051
1 - martillo carpintero nº 16 "el roble" | uni | ma-1052
1 - martillo carpintero nº 18 "el roble" | uni | ma-1053
1 - martillo carpintero nº 20 "el roble" | uni | ma-1054
0 - martillo carpintero nº 20 "Onza" | uni | 
1 - martillo carpintero nº 22 "el roble" | uni | ma-1055
1 - martillo carpintero nº 25 "el roble" | uni | ma-1056
1 - martillo carpintero nº 28 "el roble" | uni | ma-1057
1 - martillo carpintero nº 30 "el roble" | uni | ma-1058
 - martillo chapista amarillo 35 mm | uni | ma-1062
1 - martillo de albañil "el roble" | uni | ma-1042
1 - martillo galponero n° 27 Cabo Naranja | uni | 
1 - martillo galponero nº 27 Reforzado Premiun | uni | ma-1061
1 - martillo galponero nº 27 Tramontina | uni | 
 - mascara PVC transparente covid 19 | uni | 0
1 - maza   500 grs "el roble" | uni | ma-1072
1 - maza   800 grs "el roble" | uni | ma-1074
3 - maza  1 kg "el roble" | uni | ma-1066
1 - maza  1,5 kg "el roble" | uni | ma-1064
1 - maza  2 kg "el roble" | uni | ma-1068
1 - maza  3 kg "el roble" | uni | ma-1069
1 - maza  4 kg "el roble" | uni | ma-1070
1 - maza  5 kg "el roble" | uni | ma1-071
1 - maza  8 kg "el roble" | uni | ma-1073
1 - maza 10 kg "el roble" | uni | ma-1067
0 - Maza Super Reforzada 1 kg "Onza" | uni | 
0 - Maza Super Reforzada 1,5 Kg "Onza" | uni | 
0 - Maza Super Reforzada 2 Kg "Onza" | uni | 
1 - mecha  acero rápido   1,00 mm x 10 u "essamet" | pac | me-034
1 - mecha  acero rápido   1,25 mm x 10 u "essamet" | pac | me-035
1 - mecha  acero rápido   1,50 mm x 10 u "essamet" | pac | me-036
1 - mecha  acero rápido   1,75 mm x 10 u "essamet" | pac | me-037
1 - mecha  acero rápido   2,00 mm x 10 u "essamet" | pac | me-061
1 - mecha  acero rápido   2,25 mm x 10 u "essamet" | pac | me-062
1 - mecha  acero rápido   2,50 mm x 10 u "essamet" | pac | me-063
1 - mecha  acero rápido   2,75 mm x 10 u "essamet" | pac | me-064
1 - mecha  acero rápido   3,00 mm x 10 u "essamet" | pac | me-066
1 - mecha  acero rápido   3,25 mm x 10 u "essamet" | pac | me-067
1 - mecha  acero rápido   3,50 mm x 10 u "essamet" | pac | me-068
1 - mecha  acero rápido   3,75 mm x 10 u "essamet" | pac | me-069
1 - mecha  acero rápido   4,00 mm x 10 u "essamet" | pac | me-070
1 - mecha  acero rápido   4,25 mm x 10 u "essamet" | pac | me-071
1 - mecha  acero rápido   4,50 mm x 10 u "essamet" | pac | me-072
1 - mecha  acero rápido   4,75 mm x 10 u "essamet" | pac | me-073
1 - mecha  acero rápido   5,00 mm x 10 u "essamet" | pac | me-074
1 - mecha  acero rápido   5,25 mm x 10 u "essamet" | pac | me-075
1 - mecha  acero rápido   5,50 mm x 10 u "essamet" | pac | me-076
1 - mecha  acero rápido   5,75 mm x 10 u "essamet" | pac | me-077
1 - mecha  acero rápido   6,00 mm x 10 u "essamet" | pac | me-078
1 - mecha  acero rápido   6,25 mm x 10 u "essamet" | pac | me-079
1 - mecha  acero rápido   6,50 mm x 10 u "essamet" | pac | me-080
1 - mecha  acero rápido   6,75 mm x 10 u "essamet" | pac | me-081
1 - mecha  acero rápido   7,00 mm x 10 u "essamet" | pac | me-082
1 - mecha  acero rápido   7,25 mm x 10 u "essamet" | pac | me-083
1 - mecha  acero rápido   7,50 mm x 10 u "essamet" | pac | me-084
1 - mecha  acero rápido   7,75 mm x 10 u "essamet" | pac | me-085
1 - mecha  acero rápido   8,00 mm x 10 u "essamet" | pac | me-086
1 - mecha  acero rápido   8,25 mm x 10 u "essamet" | pac | me-087
1 - mecha  acero rápido   8,50 mm x 10 u "essamet" | pac | me-088
1 - mecha  acero rápido   8,75 mm x 5 u "essamet" | pac | me-089
1 - mecha  acero rápido   9,00 mm x 5 u "essamet" | pac | me-090
1 - mecha  acero rápido   9,25 mm x 5 u "essamet" | pac | me-091
1 - mecha  acero rápido   9,50 mm x 5 u "essamet" | pac | me-092
1 - mecha  acero rápido   9,75 mm x 5 u "essamet" | pac | me-093
1 - mecha  acero rápido  10,00 mm x 5 u "essamet" | pac | me-038
1 - mecha  acero rápido  10,25 mm x 5 u "essamet" | pac | me-039
1 - mecha  acero rápido  10,50 mm x 5 u "essamet" | pac | me-040
1 - mecha  acero rápido  10,75 mm x 5 u "essamet" | pac | me-041
1 - mecha  acero rápido  11,00 mm x 5 u "essamet" | pac | me-042
1 - mecha  acero rápido  11,25 mm x 5 u "essamet" | pac | me-043
1 - mecha  acero rápido  11,50 mm x 5 u "essamet" | pac | me-044
1 - mecha  acero rápido  11,75 mm x 5 u "essamet" | pac | me-045
1 - mecha  acero rápido  12,00 mm x 5 u "essamet" | pac | me-046
1 - mecha  acero rápido  12,25 mm x 5 u "essamet" | pac | me-047
1 - mecha  acero rápido  12,50 mm x 5 u "essamet" | pac | me-048
1 - mecha  acero rápido  12,75 mm x 5 u "essamet" | pac | me-049
1 - mecha  acero rápido  13,00 mm x 5 u "essamet" | pac | me-050
1 - mecha  acero rápido  13,50 mm x 1 u "essamet" | uni | me-051
1 - mecha  acero rápido  14,00 mm x 1 u "essamet" | uni | me-052
1 - mecha  acero rápido  14,50 mm x 1 u "essamet" | uni | me-053
1 - mecha  acero rápido  15,00 mm x 1 u "essamet" | uni | me-054
1 - mecha  acero rápido  16,00 mm x 1 u "essamet" | uni | me-056
1 - mecha  acero rápido  20,00 mm x 10 u "essamet" | uni | me-065
1 - mecha 3 puntas 1 1/2" "essamet" | uni | me-020
1 - mecha 3 puntas 1 1/4" "essamet" | uni | me-021
1 - mecha 3 puntas 1" "essamet" | uni | me-022
1 - mecha 3 puntas 1/2" "essamet" | uni | me-023
1 - mecha 3 puntas 1/4" "essamet" | uni | me-024
1 - mecha 3 puntas 11/16" "essamet" | uni | me-025
1 - mecha 3 puntas 13/16" "essamet" | uni | me-026
1 - mecha 3 puntas 3/4" "essamet" | uni | me-027
1 - mecha 3 puntas 3/8" "essamet" | uni | me-028
1 - mecha 3 puntas 5/16" "essamet" | uni | me-029
1 - mecha 3 puntas 5/8" "essamet" | uni | me-030
1 - mecha 3 puntas 7/16" "essamet" | uni | me-031
1 - mecha 3 puntas 7/8" "essamet" | uni | me-032
1 - mecha 3 puntas 9/16" "essamet" | uni | me-033
1 - mecha acero rápido  1,00 mm "ezeta" | uni | 
1 - mecha acero rápido  1,25 mm "ezeta" | uni | me-122
1 - mecha acero rápido  1,50 mm "ezeta" | uni | me-125
1 - mecha acero rápido  1,75 mm "ezeta" | uni | me-129
1 - mecha acero rápido  2,00 mm "ezeta" | uni | me-061
1 - mecha acero rápido  2,25 mm "ezeta" | uni | me-136
1 - mecha acero rápido  2,50 mm "ezeta" | uni | me-140
1 - mecha acero rápido  2,75 mm "ezeta" | uni | me-143
1 - mecha acero rápido  3,00 mm "ezeta" | uni | me-147
1 - mecha acero rápido  3,25 mm "ezeta" | uni | me-151
1 - mecha acero rápido  3,50 mm "ezeta" | uni | me-154
1 - mecha acero rápido  3,75 mm "ezeta" | uni | me-158
1 - mecha acero rápido  4,00 mm "ezeta" | uni | me-162
1 - mecha acero rápido  4,25 mm "ezeta" | uni | me-165
1 - mecha acero rápido  4,50 mm "ezeta" | uni | me-169
1 - mecha acero rápido  4,75 mm "ezeta" | uni | me-172
1 - mecha acero rápido  5,00 mm "ezeta" | uni | me-176
1 - mecha acero rápido  5,25 mm "ezeta" | uni | me-180
1 - mecha acero rápido  5,50 mm "ezeta" | uni | me-183
1 - mecha acero rápido  5,75 mm "ezeta" | uni | me-187
1 - mecha acero rápido  6,00 mm "ezeta" | uni | me-191
1 - mecha acero rápido  6,25 mm "ezeta" | uni | me-194
1 - mecha acero rápido  6,50 mm "ezeta" | uni | me-195
1 - mecha acero rápido  6,75 mm "ezeta" | uni | me-202
1 - mecha acero rápido  7,00 mm "ezeta" | uni | me-208
1 - mecha acero rápido  7,25 mm "ezeta" | uni | me-212
1 - mecha acero rápido  7,50 mm "ezeta" | uni | me-215
1 - mecha acero rápido  7,75 mm "ezeta" | uni | me-219
1 - mecha acero rápido  8,00 mm "ezeta" | uni | me-223
1 - mecha acero rápido  8,25 mm "ezeta" | uni | me-226
1 - mecha acero rápido  8,50 mm "ezeta" | uni | me-230
1 - mecha acero rápido  8,75 mm "ezeta" | uni | me-234
1 - mecha acero rápido  9,00 mm "ezeta" | uni | me-237
1 - mecha acero rápido  9,25 mm "ezeta" | uni | me-241
1 - mecha acero rápido  9,50 mm "ezeta" | uni | me-244
1 - mecha acero rápido  9,75 mm "ezeta" | uni | me-248
1 - mecha acero rápido 10,00 mm "ezeta" | uni | me-252
1 - mecha acero rápido 10,25 mm "ezeta" | uni | me-255
1 - mecha acero rápido 10,50 mm "ezeta" | uni | me-259
1 - mecha acero rápido 10,75 mm "ezeta" | uni | me-263
1 - mecha acero rápido 11,00 mm "ezeta" | uni | me-266
1 - mecha acero rápido 11,25 mm "ezeta" | uni | me-270
1 - mecha acero rápido 11,50 mm "ezeta" | uni | me-273
1 - mecha acero rápido 11,75 mm "ezeta" | uni | me-277
1 - mecha acero rápido 12,00 mm "ezeta" | uni | me-281
1 - mecha acero rápido 12,25 mm "ezeta" | uni | me-284
1 - mecha acero rápido 12,50 mm "ezeta" | uni | me-291
1 - mecha acero rápido 12,75 mm "ezeta" | uni | me-294
1 - mecha acero rápido 13,00 mm "ezeta" | uni | me-297
1 - mecha acero rápido 20,00 mm "ezeta" | uni | me-340
1 - mecha de widia "ezeta" corta  4 mm x 12 u | uni | me-340
1 - mecha de widia "ezeta" corta  5 mm x 12 u | uni | me-341
1 - mecha de widia "ezeta" corta  6 mm x 12 u | uni | me-342
1 - mecha de widia "ezeta" corta  8 mm x 12 u | uni | me-343
1 - mecha de widia "ezeta" corta 10 mm x 6 u | uni | me-344
1 - mecha de widia "ezeta" corta 12 mm x 6 u | uni | me-345
1 - mecha de widia "ezeta" larga  8 mm x 400 mm | uni | 
1 - mecha de widia "ezeta" larga 10 mm x 400 mm | uni | 
1 - mecha de widia Neike corta  4 mm | uni | me-001
1 - mecha de widia Neike corta  5 mm | uni | me-002
1 - mecha de widia Neike corta  6 mm | uni | me-003
1 - mecha de widia Neike corta  8 mm | uni | me-004
1 - mecha de widia Neike corta 10 mm | uni | me-005
1 - mecha de widia Neike corta 12 mm | uni | me-006
1 - mecha de widia Neike larga  6 mm x 400 mm | uni | me-007
1 - mecha de widia Neike larga  8 mm x 400 mm | uni | me-008
1 - mecha de widia Neike larga 10 mm x 400 mm | uni | me-009
1 - mecha de widia Neike larga 12 mm x 400 mm | uni | me-010
1 - mecha de widia Neike larga 14 mm x 400 mm | uni | 
1 - Mecha SDS Plus 6 x 110 mm "essamet" | uni | 
1 - Mecha SDS Plus 6 x 160 mm "essamet" | uni. | 
